"VBIS Classification","2021-06-16",,,,"Brick Equipment Classes",,,,,,
"Level 1","Level 2","Level 3","Level 4",,,,,,,,
"Medical Gases","Documents","Management System","Policy","MG-Doc-MS-Po",,,,,,,
"Medical Gases","Documents","Management System","Procedure","MG-Doc-MS-Pr",,,,,,,
"Medical Gases","Documents","Management System","Guideline","MG-Doc-MS-Gu",,,,,,,
"Medical Gases","Documents","Management System","Work Instruction","MG-Doc-MS-WI",,,,,,,
"Medical Gases","Documents","Management System","Form","MG-Doc-MS-Fo",,,,,,,
"Medical Gases","Documents","Management System","Template","MG-Doc-MS-Te",,,,,,,
"Medical Gases","Documents","Management System","Register","MG-Doc-MS-Reg",,,,,,,
"Medical Gases","Documents","Manual",,"MG-Doc-Man",,,,,,,
"Medical Gases","Documents","Manual","Manufacturer","MG-Doc-Man-Ma",,,,,,,
"Medical Gases","Documents","Manual","O&M Manual","MG-Doc-Man-OM",,,,,,,
"Medical Gases","Documents","Maintenance",,"MG-Doc-Ma",,,,,,,
"Medical Gases","Documents","Maintenance","Certificate","MG-Doc-Ma-Ce",,,,,,,
"Medical Gases","Documents","Maintenance","Corrective Action Record","MG-Doc-Ma-CAR",,,,,,,
"Medical Gases","Documents","Maintenance","Inspection Report","MG-Doc-Ma-IR",,,,,,,
"Medical Gases","Documents","Maintenance","Operating Procedure","MG-Doc-Ma-OP",,,,,,,
"Medical Gases","Documents","Maintenance","Preventative Maintenance Record","MG-Doc-Ma-PMR",,,,,,,
"Medical Gases","Documents","Maintenance","Repair Recommendation","MG-Doc-Ma-RR",,,,,,,
"Medical Gases","Documents","Maintenance","Switching Procedure","MG-Doc-Ma-SP",,,,,,,
"Medical Gases","Documents","Media",,"MG-Doc-Me",,,,,,,
"Medical Gases","Documents","Media","Audio","MG-Doc-Me-Au",,,,,,,
"Medical Gases","Documents","Media","Image","MG-Doc-Me-Im",,,,,,,
"Medical Gases","Documents","Media","Movie","MG-Doc-Me-Mo",,,,,,,
"Medical Gases","Documents","Model",,"MG-Doc-Mo",,,,,,,
"Medical Gases","Documents","Model","Source File","MG-Doc-Mo-SF",,,,,,,
"Medical Gases","Documents","Model","Federated File","MG-Doc-Mo-FF",,,,,,,
"Medical Gases","Documents","Model","Point Cloud Scan","MG-Doc-Mo-PCS",,,,,,,
"Medical Gases","Documents","OH&S",,"MG-Doc-OHS",,,,,,,
"Medical Gases","Documents","OH&S","Guideline","MG-Doc-OHS-Gu",,,,,,,
"Medical Gases","Documents","OH&S","Hazard Register","MG-Doc-OHS-HReg",,,,,,,
"Medical Gases","Documents","OH&S","Management System","MG-Doc-OHS-MS",,,,,,,
"Medical Gases","Documents","OH&S","Plan","MG-Doc-OHS-Pl",,,,,,,
"Medical Gases","Documents","OH&S","Policy","MG-Doc-OHS-Po",,,,,,,
"Medical Gases","Documents","OH&S","Procedure","MG-Doc-OHS-Pr",,,,,,,
"Medical Gases","Documents","OH&S","Risk Analysis","MG-Doc-OHS-RA",,,,,,,
"Medical Gases","Documents","OH&S","Risk Register","MG-Doc-OHS-RReg",,,,,,,
"Medical Gases","Documents","OH&S","Safe Work Instruction","MG-Doc-OHS-SWI",,,,,,,
"Medical Gases","Documents","OH&S","Safety Data Sheet","MG-Doc-OHS-SDS",,,,,,,
"Medical Gases","Documents","OH&S","Safety Plan","MG-Doc-OHS-SP",,,,,,,
"Medical Gases","Documents","Programme",,"MG-Doc-Pr",,,,,,,
"Medical Gases","Documents","Register",,"MG-Doc-Reg",,,,,,,
"Medical Gases","Documents","Register","Assets","MG-Doc-Reg-As",,,,,,,
"Medical Gases","Documents","Register","Documents","MG-Doc-Reg-Doc",,,,,,,
"Medical Gases","Documents","Register","Equipment","MG-Doc-Reg-Eq",,,,,,,
"Medical Gases","Documents","Report",,"MG-Doc-Re",,,,,,,
"Medical Gases","Documents","Schedule",,"MG-Doc-Sc",,,,,,,
"Medical Gases","Documents","Software",,"MG-Doc-So",,,,,,,
"Medical Gases","Documents","Software","Operating System","MG-Doc-So-OS",,,,,,,
"Medical Gases","Documents","Software","Firmware","MG-Doc-So-Fi",,,,,,,
"Medical Gases","Documents","Software","Application","MG-Doc-So-Ap",,,,,,,
"Medical Gases","Documents","Specification",,"MG-Doc-Spec",,,,,,,
"Medical Gases","Documents","Technical Literature",,"MG-Doc-TL",,,,,,,
"Medical Gases","Documents","Template",,"MG-Doc-Te",,,,,,,
"Medical Gases","Documents","Template","Document","MG-Doc-Te-Doc",,,,,,,
"Medical Gases","Documents","Template","Drawing","MG-Doc-Te-Dr",,,,,,,
"Medical Gases","Documents","Template","Model","MG-Doc-Te-Mo",,,,,,,
"Medical Gases","Documents","Template","Presentation","MG-Doc-Te-Pr",,,,,,,
"Medical Gases","Documents","Template","Spreadsheet","MG-Doc-Te-Sp",,,,,,,
"Medical Gases","Documents","Test Results",,"MG-Doc-TR",,,,,,,
"Medical Gases","Documents","Warranty",,"MG-Doc-Wa",,,,,,,
"Medical Gases","Documents","Warranty","Certificate","MG-Doc-Wa-Ce",,,,,,,
"Medical Gases","Documents","Warranty","Claim","MG-Doc-Wa-Cl",,,,,,,
"Medical Gases","Documents","Warranty","Terms Conditions","MG-Doc-Wa-TC",,,,,,,
"Medical Gases","Documents","Warranty","Warranty Record","MG-Doc-Wa-WR",,,,,,,
"Refrigeration",,,,"RE",,,,,,,
"Refrigeration","Accumulator",,,"RE-Acm",,,,,,,
"Refrigeration","Commercial Freezer",,,"RE-CF",,,,,,,
"Refrigeration","Commercial Freezer","Glass Top",,"RE-CF-GT",,,,,,,
"Refrigeration","Commercial Freezer","Under Bench",,"RE-CF-UB",,,,,,,
"Refrigeration","Commercial Refrigerator",,,"RE-CR",,,,,,,
"Refrigeration","Commercial Refrigerator","Under Bench",,"RE-CR-UB",,,,,,,
"Refrigeration","Commercial Refrigerator","Display Cases",,"RE-CR-DC",,,,,,,
"Refrigeration","Commercial Refrigerator","Open Display",,"RE-CR-OD",,,,,,,
"Refrigeration","Commercial Refrigerator","Open Chiller",,"RE-CR-OC",,,,,,,
"Refrigeration","Compressor",,,"RE-Co",,,,,,,
"Refrigeration","Compressor","Scroll Compressor",,"RE-Co-SrC",,,,,,,
"Refrigeration","Compressor","Digital Scroll Compressor",,"RE-Co-DSrC",,,,,,,
"Refrigeration","Compressor","Semi Hermetic Compressor",,"RE-Co-SHC",,,,,,,
"Refrigeration","Compressor","Hermetic",,"RE-Co-He",,,,,,,
"Refrigeration","Compressor","Rotary",,"RE-Co-Ro",,,,,,,
"Refrigeration","Compressor","Open Drive",,"RE-Co-OD",,,,,,,
"Refrigeration","Product",,,"RE-Pr",,,,,,,
"Refrigeration","Product","Air Cooled",,"RE-Pr-AC",,,,,,,
"Refrigeration","Product","Water Cooled",,"RE-Pr-WC",,,,,,,
"Refrigeration","Product","Adiabatic",,"RE-Pr-Ad",,,,,,,
"Refrigeration","Condenser Units",,,"RE-CU",,,,,,,
"Refrigeration","Condenser Units","Fixed Speed",,"RE-CU-FS",,,,,,,
"Refrigeration","Condenser Units","Fixed Speed","Packaged Unit","RE-CU-FS-PU",,,,,,,
"Refrigeration","Condenser Units","Fixed Speed","Indoor Condensing Unit","RE-CU-FS-ICU",,,,,,,
"Refrigeration","Condenser Units","Fixed Speed","Indoor Fitted Unit","RE-CU-FS-IFU",,,,,,,
"Refrigeration","Condenser Units","Variable Speed",,"RE-CU-VS",,,,,,,
"Refrigeration","Condenser Units","Variable Speed","Packaged  Unit","RE-CU-VS-PaUn",,,,,,,
"Refrigeration","Cool Room",,,"RE-CLR",,,,,,,
"Refrigeration","Domestic Refrigerator",,,"RE-DR",,,,,,,
"Refrigeration","Domestic Refrigerator","Top Mount",,"RE-DR-TM",,,,,,,
"Refrigeration","Domestic Refrigerator","Bottom Mount",,"RE-DR-BM",,,,,,,
"Refrigeration","Domestic Refrigerator","French Door",,"RE-DR-FD",,,,,,,
"Refrigeration","Domestic Refrigerator","Side by Side",,"RE-DR-SBS",,,,,,,
"Refrigeration","Domestic Refrigerator","Single Door",,"RE-DR-SD",,,,,,,
"Refrigeration","Domestic Refrigerator","Bar Fridge",,"RE-DR-BF",,,,,,,
"Refrigeration","Domestic Freezer",,,"RE-DF",,,,,,,
"Refrigeration","Domestic Freezer","Chest ",,"RE-DF-Ch",,,,,,,
"Refrigeration","Domestic Freezer","Upright",,"RE-DF-Up",,,,,,,
"Refrigeration","Evaporator",,,"RE-EVA",,,,,,,
"Refrigeration","Evaporator","Forced Draught",,"RE-EVA-FD",,,,,,,
"Refrigeration","Evaporator","Induced Draught",,"RE-EVA-ID",,,,,,,
"Refrigeration","Evaporator","Induced Draught","Air Defrost","RE-EVA-ID-AD",,,,,,,
"Refrigeration","Evaporator","Induced Draught","Electric Defrost","RE-EVA-ID-ED",,,,,,,
"Refrigeration","Evaporator","Induced Draught","Water Defrost","RE-EVA-ID-WD",,,,,,,
"Refrigeration","Evaporator","Induced Draught","Electric Expansion Valve","RE-EVA-ID-EEV",,,,,,,
"Refrigeration","Expansion Valve",,,"RE-EV",,,,,,,
"Refrigeration","Expansion Valve","Thermostatic",,"RE-EV-Th",,,,,,,
"Refrigeration","Expansion Valve","Electronic",,"RE-EV-El",,,,,,,
"Refrigeration","Freezer Room",,,"RE-FR",,,,,,,
"Refrigeration","Garbage Room",,,"RE-GR",,,,,,,
"Refrigeration","Glycol Refrigeration System",,,"RE-GRS",,,,,,,
"Refrigeration","Glycol Refrigeration System","Tank",,"RE-GRS-Ta",,,,,,,
"Refrigeration","Glycol Refrigeration System","Font",,"RE-GRS-Fo",,,,,,,
"Refrigeration","Glycol Refrigeration System","Block",,"RE-GRS-Bl",,,,,,,
"Refrigeration","Glycol Refrigeration System","cooler",,"RE-GRS-Co",,,,,,,
"Refrigeration","Glycol Refrigeration System","Ice Bank",,"RE-GRS-IB",,,,,,,
"Refrigeration","Glycol Refrigeration System","Mobile coolers",,"RE-GRS-MC",,,,,,,
"Refrigeration","Glycol Refrigeration System","Postmix coolers",,"RE-GRS-PC",,,,,,,
"Refrigeration","Glycol Refrigeration System","Keg fridges",,"RE-GRS-KF",,,,,,,
"Refrigeration","Ice Maker",,,"RE-IM",,,,,,,
"Refrigeration","Medical Refrigerator",,,"RE-MR",,,,,,,
"Refrigeration","Receiver",,,"RE-Rec",,,,,,,
"Refrigeration","Refrigerants",,,"RE-Re",,,,,,,
"Refrigeration","Refrigerants","Forane 427A",,"RE-Re-F427A",,,,,,,
"Refrigeration","Refrigerants","HCFC-22",,"RE-Re-HCFC22",,,,,,,
"Refrigeration","Refrigerants","Nitrogen",,"RE-Re-Ni",,,,,,,
"Refrigeration","Refrigerants","Nitrogen","Dry","RE-Re-Ni-Dr",,,,,,,
"Refrigeration","Refrigerants","Nitrogen","Lliquid","RE-Re-Ni-Ll",,,,,,,
"Refrigeration","Refrigerants","R123",,"RE-Re-R123",,,,,,,
"Refrigeration","Refrigerants","R1233zd",,"RE-Re-R1233ZD",,,,,,,
"Refrigeration","Refrigerants","R1234yf",,"RE-Re-R1234YF",,,,,,,
"Refrigeration","Refrigerants","R1234ze",,"RE-Re-R1234ZE",,,,,,,
"Refrigeration","Refrigerants","R124",,"RE-Re-R124",,,,,,,
"Refrigeration","Refrigerants","R134a",,"RE-Re-R134A",,,,,,,
"Refrigeration","Refrigerants","R22",,"RE-Re-R22",,,,,,,
"Refrigeration","Refrigerants","R23",,"RE-Re-R23",,,,,,,
"Refrigeration","Refrigerants","R290",,"RE-Re-R290",,,,,,,
"Refrigeration","Refrigerants","R32",,"RE-Re-R32",,,,,,,
"Refrigeration","Refrigerants","R402A",,"RE-Re-R4",,,,,,,
"Refrigeration","Refrigerants","R404A",,"RE-Re-R404A",,,,,,,
"Refrigeration","Refrigerants","R407C",,"RE-Re-R407C",,,,,,,
"Refrigeration","Refrigerants","R407F",,"RE-Re-R407F",,,,,,,
"Refrigeration","Refrigerants","R408A",,"RE-Re-R408A",,,,,,,
"Refrigeration","Refrigerants","R409A",,"RE-Re-R409A",,,,,,,
"Refrigeration","Refrigerants","R410A",,"RE-Re-R410A",,,,,,,
"Refrigeration","Refrigerants","R427A",,"RE-Re-R427A",,,,,,,
"Refrigeration","Refrigerants","R438A",,"RE-Re-R438A",,,,,,,
"Refrigeration","Refrigerants","R448A",,"RE-Re-R448A",,,,,,,
"Refrigeration","Refrigerants","R449A",,"RE-Re-R449A",,,,,,,
"Refrigeration","Refrigerants","R450A",,"RE-Re-R450A",,,,,,,
"Refrigeration","Refrigerants","R452A",,"RE-Re-R452A",,,,,,,
"Refrigeration","Refrigerants","R507",,"RE-Re-R507",,,,,,,
"Refrigeration","Refrigerants","R513A",,"RE-Re-R513A",,,,,,,
"Refrigeration","Refrigerants","R600a",,"RE-Re-R600A",,,,,,,
"Refrigeration","Refrigerants","R717 Ammonia",,"RE-Re-R717",,,,,,,
"Refrigeration","Refrigerants","R744 CO2",,"RE-Re-R744CO2",,,,,,,
"Refrigeration","Refrigerants","R744 CO2","Liquid","RE-Re-R744CO2-Li",,,,,,,
"Refrigeration","Refrigerants","R744 CO2","Vapour","RE-Re-R744CO2-Va",,,,,,,
"Refrigeration","Supermarket Cases",,,"RE-SC",,,,,,,
"Refrigeration","Supermarket Cases","Self Contained Cases",,"RE-SC-SCC",,,,,,,
"Refrigeration","Supermarket Cases","Remote Refrigeration Cases",,"RE-SC-RRC",,,,,,,
"Refrigeration","Trapped Person Alarm",,,"RE-TPA",,,,,,,
"Refrigeration","Documents",,,"RE-Doc",,,,,,,
"Refrigeration","Documents","Advice Note",,"RE-Doc-AN",,,,,,,
"Refrigeration","Documents","Brief",,"RE-Doc-Br",,,,,,,
"Refrigeration","Documents","Brief","Client","RE-Doc-Br-Cl",,,,,,,
"Refrigeration","Documents","Brief","Return","RE-Doc-Br-Re",,,,,,,
"Refrigeration","Documents","Calculations",,"RE-Doc-Calc",,,,,,,
"Refrigeration","Documents","Certification",,"RE-Doc-Ce",,,,,,,
"Refrigeration","Documents","Contract",,"RE-Doc-Co",,,,,,,
"Refrigeration","Documents","Contract","Conditions","RE-Doc-Co-Co",,,,,,,
"Refrigeration","Documents","Contract","Sub-contract","RE-Doc-Co-SC",,,,,,,
"Refrigeration","Documents","Contract","Statement of Work","RE-Doc-Co-SOW",,,,,,,
"Refrigeration","Documents","Contract","Return Brief","RE-Doc-Co-RB",,,,,,,
"Refrigeration","Documents","Contract","Expression of Interest","RE-Doc-Co-EOI",,,,,,,
"Refrigeration","Documents","Contract","Tender Submission","RE-Doc-Co-TS",,,,,,,
"Refrigeration","Documents","Contract","Letter of Offer","RE-Doc-Co-LOO",,,,,,,
"Refrigeration","Documents","Contract","Letter of Intent","RE-Doc-Co-LOI",,,,,,,
"Refrigeration","Documents","Contract","Attachment","RE-Doc-Co-At",,,,,,,
"Refrigeration","Documents","Contract","Addendum","RE-Doc-Co-Ad",,,,,,,
"Refrigeration","Documents","Contract","Novation","RE-Doc-Co-No",,,,,,,
"Refrigeration","Documents","Contract","Variation","RE-Doc-Co-Va",,,,,,,
"Refrigeration","Documents","Drawing",,"RE-Doc-Dr",,,,,,,
"Refrigeration","Documents","Drawing","Cover Sheet","RE-Doc-Dr-CS",,,,,,,
"Refrigeration","Documents","Drawing","Legend","RE-Doc-Dr-Le",,,,,,,
"Refrigeration","Documents","Drawing","Plan","RE-Doc-Dr-Pl",,,,,,,
"Refrigeration","Documents","Drawing","Elevations","RE-Doc-Dr-El",,,,,,,
"Refrigeration","Documents","Drawing","Details","RE-Doc-Dr-De",,,,,,,
"Refrigeration","Documents","Drawing","Schematic","RE-Doc-Dr-Sc",,,,,,,
"Refrigeration","Documents","Letter",,"RE-Doc-Le",,,,,,,
"Refrigeration","Documents","Management System",,"RE-Doc-MS",,,,,,,
"Refrigeration","Documents","Management System","Plan","RE-Doc-MS-Pl",,,,,,,
"Refrigeration","Documents","Management System","Policy","RE-Doc-MS-Po",,,,,,,
"Refrigeration","Documents","Management System","Procedure","RE-Doc-MS-Pr",,,,,,,
"Refrigeration","Documents","Management System","Guideline","RE-Doc-MS-Gu",,,,,,,
"Refrigeration","Documents","Management System","Work Instruction","RE-Doc-MS-WI",,,,,,,
"Refrigeration","Documents","Management System","Form","RE-Doc-MS-Fo",,,,,,,
"Refrigeration","Documents","Management System","Template","RE-Doc-MS-Te",,,,,,,
"Refrigeration","Documents","Management System","Register","RE-Doc-MS-Reg",,,,,,,
"Refrigeration","Documents","Manual",,"RE-Doc-Man",,,,,,,
"Refrigeration","Documents","Manual","Manufacturer","RE-Doc-Man-Ma",,,,,,,
"Refrigeration","Documents","Manual","O&M Manual","RE-Doc-Man-OM",,,,,,,
"Refrigeration","Documents","Maintenance",,"RE-Doc-Ma",,,,,,,
"Refrigeration","Documents","Maintenance","Certificate","RE-Doc-Ma-Ce",,,,,,,
"Refrigeration","Documents","Maintenance","Corrective Action Record","RE-Doc-Ma-CAR",,,,,,,
"Refrigeration","Documents","Maintenance","Inspection Report","RE-Doc-Ma-IR",,,,,,,
"Refrigeration","Documents","Maintenance","Operating Procedure","RE-Doc-Ma-OP",,,,,,,
"Refrigeration","Documents","Maintenance","Preventative Maintenance Record","RE-Doc-Ma-PMR",,,,,,,
"Refrigeration","Documents","Maintenance","Repair Recommendation","RE-Doc-Ma-RR",,,,,,,
"Refrigeration","Documents","Maintenance","Switching Procedure","RE-Doc-Ma-SP",,,,,,,
"Refrigeration","Documents","Media",,"RE-Doc-Me",,,,,,,
"Refrigeration","Documents","Media","Audio","RE-Doc-Me-Au",,,,,,,
"Refrigeration","Documents","Media","Image","RE-Doc-Me-Im",,,,,,,
"Refrigeration","Documents","Media","Movie","RE-Doc-Me-Mo",,,,,,,
"Refrigeration","Documents","Model",,"RE-Doc-Mo",,,,,,,
"Refrigeration","Documents","Model","Source File","RE-Doc-Mo-SF",,,,,,,
"Refrigeration","Documents","Model","Federated File","RE-Doc-Mo-FF",,,,,,,
"Refrigeration","Documents","Model","Point Cloud Scan","RE-Doc-Mo-PCS",,,,,,,
"Refrigeration","Documents","OH&S",,"RE-Doc-OHS",,,,,,,
"Refrigeration","Documents","OH&S","Guideline","RE-Doc-OHS-Gu",,,,,,,
"Refrigeration","Documents","OH&S","Hazard Register","RE-Doc-OHS-HReg",,,,,,,
"Refrigeration","Documents","OH&S","Management System","RE-Doc-OHS-MS",,,,,,,
"Refrigeration","Documents","OH&S","Plan","RE-Doc-OHS-Pl",,,,,,,
"Refrigeration","Documents","OH&S","Policy","RE-Doc-OHS-Po",,,,,,,
"Refrigeration","Documents","OH&S","Procedure","RE-Doc-OHS-Pr",,,,,,,
"Refrigeration","Documents","OH&S","Risk Analysis","RE-Doc-OHS-RA",,,,,,,
"Refrigeration","Documents","OH&S","Risk Register","RE-Doc-OHS-RReg",,,,,,,
"Refrigeration","Documents","OH&S","Safe Work Instruction","RE-Doc-OHS-SWI",,,,,,,
"Refrigeration","Documents","OH&S","Safety Data Sheet","RE-Doc-OHS-SDS",,,,,,,
"Refrigeration","Documents","OH&S","Safety Plan","RE-Doc-OHS-SP",,,,,,,
"Refrigeration","Documents","Programme",,"RE-Doc-Pr",,,,,,,
"Refrigeration","Documents","Register",,"RE-Doc-Reg",,,,,,,
"Refrigeration","Documents","Register","Assets","RE-Doc-Reg-As",,,,,,,
"Refrigeration","Documents","Register","Documents","RE-Doc-Reg-Doc",,,,,,,
"Refrigeration","Documents","Register","Equipment","RE-Doc-Reg-Eq",,,,,,,
"Refrigeration","Documents","Report",,"RE-Doc-Re",,,,,,,
"Refrigeration","Documents","Schedule",,"RE-Doc-Sc",,,,,,,
"Refrigeration","Documents","Software",,"RE-Doc-So",,,,,,,
"Refrigeration","Documents","Software","Operating System","RE-Doc-So-OS",,,,,,,
"Refrigeration","Documents","Software","Firmware","RE-Doc-So-Fi",,,,,,,
"Refrigeration","Documents","Software","Application","RE-Doc-So-Ap",,,,,,,
"Refrigeration","Documents","Specification",,"RE-Doc-Spec",,,,,,,
"Refrigeration","Documents","Technical Literature",,"RE-Doc-TL",,,,,,,
"Refrigeration","Documents","Template",,"RE-Doc-Te",,,,,,,
"Refrigeration","Documents","Template","Document","RE-Doc-Te-Doc",,,,,,,
"Refrigeration","Documents","Template","Drawing","RE-Doc-Te-Dr",,,,,,,
"Refrigeration","Documents","Template","Model","RE-Doc-Te-Mo",,,,,,,
"Refrigeration","Documents","Template","Presentation","RE-Doc-Te-Pr",,,,,,,
"Refrigeration","Documents","Template","Spreadsheet","RE-Doc-Te-Sp",,,,,,,
"Refrigeration","Documents","Test Results",,"RE-Doc-TR",,,,,,,
"Refrigeration","Documents","Warranty",,"RE-Doc-Wa",,,,,,,
"Refrigeration","Documents","Warranty","Certificate","RE-Doc-Wa-Ce",,,,,,,
"Refrigeration","Documents","Warranty","Claim","RE-Doc-Wa-Cl",,,,,,,
"Refrigeration","Documents","Warranty","Terms Conditions","RE-Doc-Wa-TC",,,,,,,
"Refrigeration","Documents","Warranty","Warranty Record","RE-Doc-Wa-WR",,,,,,,
"Safety Equipment",,,,"SA",,,,,,,
"Safety Equipment","Barriers",,,"SA-Ba",,,,,,,
"Safety Equipment","Barriers","Pedestrian safety barriers",,"SA-Ba-PSB",,,,,,,
"Safety Equipment","Barriers","Expandable Barriers",,"SA-Ba-EB",,,,,,,
"Safety Equipment","Barriers","Fixed safety bollards",,"SA-Ba-FSB",,,,,,,
"Safety Equipment","Barriers","Safety guard rail fencing",,"SA-Ba-SGRF",,,,,,,
"Safety Equipment","Barriers","Trolley Bay",,"SA-Ba-TB",,,,,,,
"Safety Equipment","Carpark Safety",,,"SA-CS",,,,,,,
"Safety Equipment","Carpark Safety","Speed bumps",,"SA-CS-SB",,,,,,,
"Safety Equipment","Confined Space Equipment",,,"SA-CSE",,,,,,,
"Safety Equipment","Confined Space Equipment","Escape Kit",,"SA-CSE-EK",,,,,,,
"Safety Equipment","Confined Space Equipment","Ventilator",,"SA-CSE-Ve",,,,,,,
"Safety Equipment","Confined Space Equipment","Wind meter",,"SA-CSE-WM",,,,,,,
"Safety Equipment","Environmental Spill Kits",,,"SA-ESK",,,,,,,
"Safety Equipment","Environmental Spill Kits","General Purpose",,"SA-ESK-GP",,,,,,,
"Safety Equipment","Environmental Spill Kits","Oil Only Spill kit",,"SA-ESK-OOSK",,,,,,,
"Safety Equipment","Environmental Spill Kits","Chemical Spill kit",,"SA-ESK-CSK",,,,,,,
"Safety Equipment","Eye Protection",,,"SA-EP",,,,,,,
"Safety Equipment","Eye Protection","Safety Glasses",,"SA-EP-SG",,,,,,,
"Safety Equipment","Eye Protection","Safety Goggles",,"SA-EP-SGo",,,,,,,
"Safety Equipment","Gas Detection",,,"SA-GD",,,,,,,
"Safety Equipment","Gas Detection","Detector",,"SA-GD-De",,,,,,,
"Safety Equipment","Elevated Work Platforms",,,"SA-EWP",,,,,,,
"Safety Equipment","Elevated Work Platforms","Boom Lift",,"SA-EWP-BL",,,,,,,
"Safety Equipment","Elevated Work Platforms","Scissor Lift",,"SA-EWP-SL",,,,,,,
"Safety Equipment","Fixed Access",,,"SA-FA",,,,,,,
"Safety Equipment","Fixed Access","Ladder",,"SA-FA-La",,,,,,,
"Safety Equipment","Fixed Access","Walkway",,"SA-FA-Wa",,,,,,,
"Safety Equipment","Fixed Access","Platform",,"SA-FA-Pl",,,,,,,
"Safety Equipment","Fixed Access","Attic Access Ladder",,"SA-FA-AAL",,,,,,,
"Safety Equipment","Fixed Ladder point",,,"SA-FLP",,,,,,,
"Safety Equipment","Hand Protection",,,"SA-HP",,,,,,,
"Safety Equipment","Hand Protection","Cut resistant",,"SA-HP-CR",,,,,,,
"Safety Equipment","Hand Protection","General Use",,"SA-HP-GU",,,,,,,
"Safety Equipment","Hand Protection","Chemical",,"SA-HP-Ch",,,,,,,
"Safety Equipment","Hand Protection","Disposable",,"SA-HP-Di",,,,,,,
"Safety Equipment","Hand Protection","Leather, Cotton",,"SA-HP-LC",,,,,,,
"Safety Equipment","Height Safety",,,"SA-HS",,,,,,,
"Safety Equipment","Height Safety","Safety Harness",,"SA-HS-SH",,,,,,,
"Safety Equipment","Height Safety","Lanyard",,"SA-HS-La",,,,,,,
"Safety Equipment","Height Safety","Lanyard","Energy Absorbing Lanyard","SA-HS-La-EAL",,,,,,,
"Safety Equipment","Height Safety","Roof Anchor",,"SA-HS-RA",,,,,,,
"Safety Equipment","Height Safety","Horizontal Lifeline",,"SA-HS-HL",,,,,,,
"Safety Equipment","Height Safety","Scaffold Hook",,"SA-HS-Sho",,,,,,,
"Safety Equipment","Height Safety","Karabiner",,"SA-HS-Ka",,,,,,,
"Safety Equipment","Height Safety","Sling",,"SA-HS-Sl",,,,,,,
"Safety Equipment","Height Safety","Trauma relief straps",,"SA-HS-TRS",,,,,,,
"Safety Equipment","Mobile Access",,,"SA-MA",,,,,,,
"Safety Equipment","Mobile Access","A-Frame Ladder",,"SA-MA-AL",,,,,,,
"Safety Equipment","Mobile Access","A-Frame Ladder","Aluminium","SA-MA-AL-Al",,,,,,,
"Safety Equipment","Mobile Access","A-Frame Ladder","Fibreglass","SA-MA-AL-Fi",,,,,,,
"Safety Equipment","Mobile Access","A-Frame Ladder","Timber","SA-MA-AL-Ti",,,,,,,
"Safety Equipment","Mobile Access","Walkway ",,"SA-MA-Wa",,,,,,,
"Safety Equipment","Mobile Access","Scaffolding",,"SA-MA-Sc",,,,,,,
"Safety Equipment","Mobile Access","Scaffolding","Aluminium","SA-MA-Sc-Al",,,,,,,
"Safety Equipment","Mobile Access","Scaffolding","Fibreglass","SA-MA-Sc-Fi",,,,,,,
"Safety Equipment","Mobile Access","Scaffolding","Steel","SA-MA-Sc-St",,,,,,,
"Safety Equipment","Mobile Access","Extension Ladder",,"SA-MA-EL",,,,,,,
"Safety Equipment","Mobile Access","Extension Ladder","Aluminium","SA-MA-EL-Al",,,,,,,
"Safety Equipment","Mobile Access","Extension Ladder","Fibreglass","SA-MA-EL-Fi",,,,,,,
"Safety Equipment","Mobile Access","Extension Ladder","Timber","SA-MA-EL-Ti",,,,,,,
"Safety Equipment","Mobile Access","Platform ladder",,"SA-MA-PL",,,,,,,
"Safety Equipment","Mobile Access","Platform ladder","Aluminium","SA-MA-PL-Al",,,,,,,
"Safety Equipment","Mobile Access","Platform ladder","Fibreglass","SA-MA-PL-Fi",,,,,,,
"Safety Equipment","Mobile Access","Scissor Lift",,"SA-MA-SL",,,,,,,
"Safety Equipment","Mobile Access","Boom Lift",,"SA-MA-BL",,,,,,,
"Safety Equipment","Mobile Access","Man Lift",,"SA-MA-ML",,,,,,,
"Safety Equipment","PPE",,,"SA-Pp",,,,,,,
"Safety Equipment","PPE","Head Protection",,"SA-Pp-HPr",,,,,,,
"Safety Equipment","PPE","Head Protection","Hard Hat","SA-Pp-HPr-HH",,,,,,,
"Safety Equipment","PPE","Head Protection","Wide brim attachment","SA-Pp-HPr-WBA",,,,,,,
"Safety Equipment","PPE","Head Protection","Bump caps","SA-Pp-HPr-BC",,,,,,,
"Safety Equipment","PPE","Head Protection","Caps","SA-Pp-HPr-Ca",,,,,,,
"Safety Equipment","PPE","Head Protection","Wide Brim Hat","SA-Pp-HPr-WBH",,,,,,,
"Safety Equipment","PPE","Hearing Protection",,"SA-Pp-HP",,,,,,,
"Safety Equipment","PPE","Eye Protection",,"SA-Pp-EP",,,,,,,
"Safety Equipment","PPE","Day Vest ",,"SA-Pp-DV",,,,,,,
"Safety Equipment","PPE","Safety Vest",,"SA-Pp-SV",,,,,,,
"Safety Equipment","PPE","Protective Footwear",,"SA-Pp-PF",,,,,,,
"Safety Equipment","Respiratory Protection",,,"SA-RP",,,,,,,
"Safety Equipment","Respiratory Protection","Particle respirator",,"SA-RP-PR",,,,,,,
